"","0","1","2","3","4","5","6","7","8","9"
"0",0,6,2,2,5,2,7,2,4,11
"1",3,0,3,2,1,3,1,1,1,10
"2",1,6,0,0,3,3,3,2,9,13
"3",3,1,1,0,1,1,5,1,6,11
"4",3,6,2,3,0,2,2,3,5,10
"5",3,5,3,2,0,0,3,3,7,6
"6",7,2,0,3,4,4,0,1,12,8
"7",4,5,1,1,2,5,4,0,8,2
"8",7,6,10,8,5,7,6,16,0,18
"9",12,13,9,14,8,9,9,3,14,0
