approaching, opponent, attackcount
4, 7, 2
5, 6, 4
1, 2, 13
4, 9, 3
9, 0, 1
9, 6, 1
9, 8, 1
2, 4, 8
8, 6, 5
1, 0, 1
8, 0, 2
4, 3, 5
7, 3, 7
5, 2, 13
7, 1, 14
8, 3, 4
6, 5, 1
2, 8, 3
1, 3, 5
8, 4, 6
7, 6, 5
0, 3, 8
0, 2, 12
9, 3, 4
5, 3, 7
7, 5, 2
6, 4, 7
6, 1, 9
4, 0, 2
0, 5, 0
4, 8, 2
1, 8, 3
1, 7, 3
0, 1, 11
5, 4, 5
8, 2, 13
7, 9, 2
3, 6, 1
6, 0, 2
1, 4, 7
3, 5, 3
4, 1, 11
1, 6, 2
5, 0, 3
0, 7, 0
3, 2, 15
2, 9, 1
6, 2, 9
9, 7, 2
3, 4, 6
8, 7, 1
0, 9, 2
0, 4, 10
6, 9, 0
2, 0, 3
8, 1, 17
5, 1, 13
4, 6, 5
9, 1, 14
9, 5, 1
6, 3, 13
5, 8, 0
3, 7, 0
7, 0, 2
4, 5, 4
2, 3, 7
7, 8, 2
3, 9, 1
3, 0, 0
6, 7, 5
7, 4, 6
1, 9, 0
3, 8, 1
5, 7, 1
0, 8, 3
2, 7, 1
8, 9, 1
7, 2, 11
9, 2, 15
4, 2, 10
2, 6, 1
5, 9, 2
2, 1, 10
6, 8, 2
9, 4, 5
0, 6, 2
1, 5, 4
2, 5, 3
8, 5, 5
3, 1, 11
