approaching, opponent, attackcount
3, 4, 5
6, 1, 4
9, 0, 3
8, 2, 1
8, 7, 1
3, 2, 2
7, 8, 3
8, 4, 3
2, 6, 4
4, 0, 6
9, 3, 4
8, 3, 3
3, 8, 7
0, 7, 2
2, 5, 17
0, 9, 2
4, 3, 4
2, 4, 3
2, 3, 5
8, 5, 14
4, 6, 6
1, 5, 9
9, 4, 0
6, 9, 5
5, 0, 5
3, 0, 7
1, 8, 1
3, 9, 3
5, 1, 4
3, 5, 21
4, 7, 4
4, 5, 15
2, 9, 5
1, 6, 2
8, 1, 5
6, 8, 4
3, 7, 3
5, 3, 4
8, 9, 7
9, 7, 6
1, 0, 7
1, 4, 4
5, 8, 4
9, 2, 1
0, 4, 2
7, 0, 6
4, 8, 2
0, 6, 4
5, 2, 2
3, 1, 3
6, 3, 5
8, 0, 4
6, 4, 5
4, 9, 3
8, 6, 5
1, 9, 6
7, 9, 5
6, 2, 6
7, 2, 2
6, 0, 4
2, 1, 4
7, 3, 3
1, 3, 2
6, 7, 3
0, 2, 1
3, 6, 3
5, 4, 2
5, 9, 3
1, 7, 3
7, 5, 19
0, 8, 3
4, 2, 1
7, 1, 6
6, 5, 22
0, 1, 0
4, 1, 4
9, 5, 20
9, 8, 5
0, 5, 22
7, 4, 4
5, 6, 2
9, 6, 2
2, 8, 3
2, 0, 5
5, 7, 3
7, 6, 3
9, 1, 10
1, 2, 1
0, 3, 0
2, 7, 2
