self, opp, fightsavoided
8, 2, 6
7, 1, 2
2, 1, 2
2, 8, 4
6, 3, 12
3, 0, 3
7, 6, 7
8, 6, 7
7, 5, 0
2, 3, 6
1, 2, 9
6, 9, 6
3, 1, 1
1, 3, 6
9, 2, 6
0, 2, 6
0, 1, 7
7, 9, 2
0, 7, 6
6, 0, 2
7, 0, 1
6, 2, 5
4, 7, 3
8, 9, 3
1, 9, 9
4, 9, 6
0, 4, 10
6, 8, 1
2, 0, 9
9, 5, 0
2, 6, 5
3, 7, 11
7, 3, 5
1, 6, 7
1, 5, 0
5, 4, 3
8, 7, 7
9, 1, 12
5, 7, 4
5, 6, 1
1, 4, 2
4, 6, 5
9, 4, 7
5, 2, 7
6, 1, 4
4, 5, 0
5, 0, 5
7, 4, 7
8, 3, 0
0, 3, 3
8, 5, 0
4, 1, 2
9, 0, 3
3, 4, 4
1, 7, 7
4, 8, 7
5, 8, 7
6, 4, 6
3, 6, 8
6, 7, 7
8, 0, 6
3, 8, 5
8, 4, 7
5, 3, 9
8, 1, 3
0, 5, 0
0, 8, 4
3, 2, 6
3, 9, 7
7, 8, 7
4, 3, 3
3, 5, 0
1, 0, 6
9, 6, 1
2, 4, 1
5, 1, 2
2, 5, 0
5, 9, 8
4, 0, 7
9, 7, 14
2, 7, 8
9, 3, 6
9, 8, 9
2, 9, 3
0, 9, 5
0, 6, 13
4, 2, 4
7, 2, 8
6, 5, 0
1, 8, 5
