approaching, opponent, attackcount
7, 9, 6
0, 2, 4
0, 7, 4
1, 4, 5
7, 6, 6
3, 0, 5
4, 3, 1
0, 5, 5
4, 8, 8
4, 6, 3
2, 9, 5
3, 5, 8
3, 1, 7
8, 2, 10
1, 6, 3
2, 1, 2
9, 4, 3
5, 1, 6
3, 8, 2
5, 3, 10
5, 8, 5
3, 2, 9
0, 3, 4
8, 0, 4
9, 3, 3
6, 1, 0
9, 8, 8
0, 6, 5
6, 2, 2
6, 7, 5
8, 3, 8
5, 2, 3
7, 0, 4
4, 9, 3
3, 9, 2
3, 7, 2
8, 4, 6
6, 0, 10
8, 1, 5
3, 4, 1
7, 4, 9
6, 4, 1
0, 8, 8
2, 7, 9
9, 2, 6
4, 0, 8
9, 1, 4
7, 5, 4
5, 4, 5
9, 7, 4
7, 2, 5
9, 5, 4
4, 7, 3
6, 5, 3
2, 8, 4
7, 3, 2
2, 5, 3
6, 8, 3
8, 7, 11
5, 0, 5
1, 5, 5
0, 1, 3
2, 4, 5
8, 5, 1
5, 6, 2
1, 8, 8
8, 6, 6
4, 1, 9
4, 2, 4
1, 2, 3
1, 3, 3
2, 3, 8
2, 0, 8
5, 9, 3
2, 6, 7
1, 7, 3
3, 6, 5
9, 6, 6
0, 9, 9
9, 0, 3
6, 9, 8
8, 9, 5
7, 8, 1
4, 5, 5
1, 9, 11
0, 4, 4
5, 7, 4
6, 3, 6
1, 0, 10
7, 1, 2
