approaching, opponent, attackcount
7, 2, 7
2, 0, 2
3, 9, 5
4, 3, 3
1, 0, 1
1, 5, 1
9, 7, 4
2, 7, 7
7, 3, 10
3, 5, 4
6, 2, 4
0, 1, 8
7, 8, 8
6, 4, 11
5, 2, 4
7, 6, 3
7, 1, 2
0, 4, 6
8, 5, 4
3, 2, 4
2, 8, 6
3, 7, 6
4, 8, 5
5, 1, 5
3, 8, 6
1, 6, 2
5, 7, 11
5, 0, 8
9, 3, 4
9, 1, 1
1, 9, 3
0, 9, 8
0, 6, 3
1, 8, 5
3, 1, 3
2, 4, 6
8, 3, 3
2, 3, 10
6, 7, 1
2, 6, 8
3, 6, 3
3, 0, 5
6, 1, 3
5, 9, 9
9, 5, 4
6, 3, 7
1, 4, 6
1, 3, 6
0, 2, 5
5, 8, 4
8, 1, 4
4, 5, 13
3, 4, 5
2, 9, 5
1, 2, 6
1, 7, 2
9, 0, 3
8, 7, 3
5, 4, 6
4, 2, 3
9, 8, 6
8, 6, 3
5, 6, 3
7, 0, 6
8, 0, 6
2, 5, 6
0, 5, 8
6, 9, 4
4, 0, 4
2, 1, 3
4, 9, 4
6, 8, 5
4, 7, 6
7, 9, 3
7, 4, 7
9, 4, 9
8, 4, 5
0, 7, 6
8, 2, 2
6, 0, 8
5, 3, 4
9, 6, 3
8, 9, 2
9, 2, 6
7, 5, 5
4, 6, 5
6, 5, 4
0, 8, 1
4, 1, 5
0, 3, 7
