approaching, opponent, attackcount
9, 6, 2
3, 7, 3
9, 8, 6
2, 5, 6
9, 1, 7
0, 3, 7
9, 0, 9
2, 1, 3
0, 7, 5
3, 4, 5
3, 9, 4
6, 9, 2
5, 1, 1
5, 3, 2
1, 5, 6
3, 0, 8
3, 8, 2
7, 0, 1
0, 2, 4
1, 4, 3
4, 8, 8
8, 1, 5
0, 1, 3
0, 9, 3
2, 4, 3
1, 8, 6
3, 6, 5
0, 4, 3
2, 9, 10
5, 2, 4
4, 3, 3
0, 8, 9
8, 9, 6
1, 3, 6
8, 5, 6
2, 6, 6
2, 7, 7
5, 8, 1
8, 3, 3
7, 5, 9
0, 5, 6
7, 8, 4
1, 9, 8
8, 0, 3
0, 6, 5
4, 1, 3
3, 1, 5
1, 2, 7
7, 4, 8
6, 7, 8
1, 0, 1
8, 2, 4
9, 7, 11
9, 5, 7
7, 1, 6
2, 8, 3
6, 4, 5
5, 6, 12
7, 6, 5
2, 3, 5
3, 2, 6
4, 2, 4
5, 0, 7
8, 4, 9
4, 9, 3
9, 2, 3
2, 0, 2
5, 7, 6
4, 0, 5
7, 3, 4
9, 3, 0
6, 0, 3
7, 2, 3
7, 9, 6
6, 2, 5
5, 4, 6
3, 5, 3
4, 5, 6
8, 6, 4
1, 7, 7
1, 6, 9
8, 7, 5
6, 8, 4
4, 7, 6
4, 6, 3
9, 4, 5
6, 3, 6
6, 1, 4
5, 9, 5
6, 5, 3
