approaching, opponent, attackcount
2, 1, 7
6, 1, 4
8, 3, 8
2, 9, 4
4, 2, 8
8, 7, 8
9, 4, 3
6, 9, 6
7, 8, 2
0, 3, 4
8, 2, 11
0, 7, 1
4, 3, 3
7, 6, 6
2, 6, 0
4, 9, 9
2, 4, 4
4, 8, 5
6, 8, 4
9, 7, 7
1, 6, 2
8, 1, 7
1, 9, 4
4, 5, 4
2, 5, 3
5, 1, 6
6, 4, 5
2, 7, 6
3, 8, 8
7, 3, 4
6, 3, 5
6, 7, 3
2, 3, 12
9, 3, 3
4, 1, 5
9, 5, 3
5, 7, 8
8, 0, 9
7, 9, 5
2, 0, 3
5, 9, 6
5, 3, 2
9, 0, 5
3, 6, 6
0, 8, 0
5, 6, 7
0, 1, 7
5, 0, 6
6, 2, 4
2, 8, 5
3, 1, 4
6, 0, 8
4, 7, 7
7, 5, 3
8, 5, 4
7, 1, 13
9, 8, 2
5, 4, 6
1, 4, 4
4, 0, 5
9, 6, 7
7, 2, 5
9, 2, 4
3, 2, 3
1, 7, 7
8, 6, 8
3, 9, 4
5, 8, 2
3, 0, 3
1, 8, 4
4, 6, 0
3, 7, 11
1, 3, 4
7, 0, 4
3, 4, 2
0, 6, 7
8, 4, 6
8, 9, 4
0, 9, 5
0, 2, 2
0, 5, 5
5, 2, 6
1, 5, 8
9, 1, 1
1, 0, 4
6, 5, 3
0, 4, 6
7, 4, 3
1, 2, 6
3, 5, 3
