self, opp, fightsavoided
2, 3, 7
5, 0, 0
8, 0, 2
1, 4, 8
1, 6, 8
3, 2, 8
2, 4, 4
5, 7, 3
7, 1, 0
6, 0, 1
8, 9, 8
8, 2, 1
4, 0, 1
0, 8, 7
4, 5, 2
9, 0, 0
4, 2, 10
2, 7, 3
7, 2, 4
6, 5, 5
4, 9, 1
5, 3, 2
4, 7, 7
7, 5, 10
5, 2, 11
6, 8, 12
3, 7, 4
0, 6, 3
1, 5, 1
6, 1, 0
5, 1, 2
5, 8, 11
9, 2, 5
3, 9, 7
5, 6, 1
7, 9, 0
4, 6, 7
5, 4, 3
0, 2, 8
7, 8, 7
3, 4, 7
8, 1, 0
4, 8, 3
2, 6, 7
2, 1, 2
0, 9, 9
9, 3, 5
9, 7, 5
9, 1, 0
8, 3, 2
3, 5, 1
9, 4, 4
0, 3, 0
8, 5, 3
8, 7, 8
3, 6, 11
3, 1, 6
7, 6, 4
1, 0, 14
7, 4, 6
8, 6, 7
9, 5, 5
3, 0, 3
5, 9, 6
6, 4, 4
6, 9, 4
9, 8, 16
3, 8, 6
0, 4, 4
0, 5, 8
7, 3, 3
2, 0, 7
6, 7, 8
6, 2, 6
2, 8, 4
8, 4, 9
1, 2, 5
1, 7, 6
6, 3, 5
1, 9, 12
0, 7, 10
2, 9, 6
0, 1, 2
4, 3, 3
1, 3, 7
1, 8, 2
9, 6, 2
7, 0, 2
2, 5, 6
4, 1, 1
