self, opp, fightsavoided
1, 2, 9
7, 1, 3
6, 9, 2
4, 0, 2
7, 0, 6
5, 1, 3
7, 3, 4
4, 9, 7
5, 8, 2
3, 5, 0
0, 5, 8
8, 3, 4
4, 2, 0
9, 0, 2
8, 4, 6
3, 9, 2
2, 1, 5
0, 3, 9
6, 8, 1
1, 5, 5
4, 6, 5
0, 9, 3
2, 9, 6
1, 9, 13
5, 4, 6
2, 8, 3
3, 8, 1
3, 1, 9
5, 2, 3
5, 7, 4
1, 7, 2
0, 4, 5
6, 7, 3
0, 1, 5
7, 5, 3
3, 7, 20
5, 0, 4
2, 6, 5
1, 6, 3
6, 5, 8
8, 9, 3
2, 4, 7
9, 2, 2
8, 0, 9
7, 4, 5
0, 2, 2
4, 8, 0
6, 0, 7
9, 1, 3
2, 3, 3
6, 3, 5
1, 3, 4
9, 4, 8
3, 4, 16
4, 3, 8
8, 7, 14
8, 6, 9
3, 2, 5
4, 7, 2
0, 6, 3
9, 8, 2
1, 8, 2
0, 8, 2
2, 0, 3
4, 1, 4
5, 9, 6
9, 5, 10
2, 5, 4
5, 6, 5
4, 5, 2
7, 2, 3
1, 4, 6
6, 2, 1
7, 6, 4
1, 0, 3
8, 2, 6
9, 3, 4
3, 0, 5
0, 7, 4
2, 7, 7
6, 4, 2
7, 8, 1
8, 1, 3
6, 1, 5
7, 9, 7
8, 5, 13
9, 7, 9
3, 6, 7
5, 3, 5
9, 6, 9
