approaching, opponent, attackcount
1, 0, 8
4, 8, 6
4, 7, 5
3, 1, 7
5, 9, 9
5, 8, 3
0, 1, 6
7, 8, 1
7, 3, 2
0, 7, 3
3, 8, 1
6, 2, 13
7, 6, 9
6, 9, 4
7, 5, 3
2, 1, 3
5, 1, 6
2, 9, 0
1, 7, 3
2, 3, 5
5, 4, 9
5, 2, 9
5, 0, 4
1, 3, 1
9, 4, 8
6, 4, 7
8, 6, 7
3, 7, 5
8, 1, 4
4, 6, 6
6, 3, 3
4, 1, 4
8, 9, 2
8, 7, 7
1, 5, 6
3, 4, 3
4, 3, 3
5, 7, 2
3, 2, 7
7, 4, 7
4, 0, 6
3, 5, 8
2, 7, 6
8, 4, 5
6, 0, 3
0, 6, 9
2, 6, 4
9, 5, 6
4, 2, 3
0, 2, 10
6, 8, 6
5, 3, 3
7, 1, 5
2, 0, 3
6, 7, 4
1, 9, 7
8, 3, 4
7, 0, 8
8, 2, 7
0, 3, 4
7, 9, 5
6, 1, 6
6, 5, 5
9, 1, 6
1, 8, 3
0, 5, 5
3, 6, 1
8, 5, 2
3, 9, 7
8, 0, 1
9, 3, 4
2, 4, 3
0, 8, 3
5, 6, 3
9, 7, 4
0, 9, 2
2, 5, 5
9, 2, 8
4, 5, 4
9, 6, 9
1, 4, 4
3, 0, 0
1, 2, 7
9, 0, 5
9, 8, 1
2, 8, 3
7, 2, 13
0, 4, 4
4, 9, 4
1, 6, 11
