approaching, opponent, attackcount
5, 7, 6
7, 3, 1
0, 5, 5
7, 0, 1
2, 5, 1
9, 8, 3
9, 5, 0
5, 4, 4
5, 9, 7
9, 4, 5
2, 3, 3
4, 7, 3
6, 4, 8
9, 3, 9
1, 5, 5
6, 1, 3
0, 8, 7
6, 3, 10
6, 5, 7
0, 1, 3
1, 0, 2
3, 7, 4
8, 9, 3
7, 1, 5
5, 2, 5
1, 6, 4
9, 2, 4
7, 8, 8
7, 6, 8
3, 8, 14
3, 6, 5
1, 7, 5
3, 9, 1
0, 6, 12
7, 9, 11
3, 2, 1
3, 1, 5
4, 2, 5
1, 9, 4
5, 6, 8
3, 4, 4
0, 2, 5
7, 2, 3
0, 3, 5
3, 0, 7
0, 4, 2
8, 2, 8
5, 8, 8
5, 1, 3
8, 1, 1
4, 1, 4
8, 6, 7
2, 0, 7
5, 3, 5
5, 0, 5
4, 5, 4
8, 4, 3
3, 5, 3
0, 9, 8
8, 0, 3
9, 1, 4
4, 0, 4
8, 7, 7
0, 7, 8
8, 5, 3
2, 9, 3
1, 3, 5
2, 7, 6
9, 0, 5
9, 7, 5
6, 9, 5
6, 2, 2
4, 6, 5
1, 2, 3
1, 8, 7
4, 9, 3
9, 6, 1
2, 8, 5
8, 3, 8
1, 4, 6
7, 5, 6
2, 6, 9
6, 0, 10
2, 1, 2
6, 8, 4
4, 3, 7
7, 4, 5
6, 7, 4
2, 4, 5
4, 8, 3
