winner, loser, victorycount
5, 7, 5
8, 5, 8
2, 5, 6
9, 7, 3
5, 4, 3
6, 0, 7
2, 6, 7
0, 4, 7
8, 6, 0
4, 8, 4
5, 3, 6
3, 5, 3
4, 6, 6
7, 1, 1
4, 9, 4
6, 5, 3
6, 4, 7
1, 5, 8
4, 1, 6
4, 3, 6
9, 4, 1
3, 9, 2
2, 1, 3
1, 9, 7
8, 0, 3
8, 1, 2
4, 5, 4
9, 3, 4
9, 8, 6
6, 9, 4
8, 2, 4
9, 5, 4
3, 0, 3
8, 7, 5
7, 0, 2
6, 2, 7
4, 0, 4
9, 2, 3
5, 2, 11
8, 4, 5
7, 6, 3
2, 7, 9
3, 6, 7
4, 2, 4
6, 1, 5
0, 8, 4
6, 3, 4
9, 6, 6
3, 4, 14
0, 9, 3
5, 6, 5
1, 4, 6
3, 1, 6
0, 3, 5
7, 9, 4
1, 2, 3
1, 7, 4
0, 2, 9
8, 3, 4
4, 7, 1
6, 7, 4
1, 8, 1
7, 8, 4
1, 0, 5
7, 4, 5
5, 1, 2
2, 0, 10
5, 0, 6
1, 6, 8
7, 2, 4
2, 3, 5
2, 8, 6
2, 9, 9
3, 8, 7
3, 2, 6
5, 9, 10
0, 5, 6
9, 1, 5
0, 6, 7
0, 7, 8
2, 4, 1
0, 1, 4
3, 7, 2
1, 3, 5
7, 3, 2
8, 9, 4
6, 8, 7
5, 8, 10
7, 5, 2
9, 0, 5
