winner, loser, victorycount
6, 9, 0
6, 2, 5
7, 0, 3
7, 9, 7
1, 3, 0
0, 8, 13
2, 5, 0
2, 1, 0
1, 9, 0
4, 7, 10
5, 7, 0
8, 5, 0
3, 2, 7
7, 6, 8
1, 8, 8
5, 8, 21
1, 6, 0
0, 3, 0
8, 2, 0
1, 5, 0
9, 5, 1
8, 7, 0
9, 6, 10
7, 1, 6
3, 6, 3
8, 6, 0
0, 7, 0
7, 8, 28
6, 0, 7
2, 7, 0
8, 1, 0
1, 2, 6
4, 6, 11
9, 8, 15
6, 7, 0
1, 7, 0
4, 0, 12
3, 7, 0
5, 3, 9
5, 6, 10
2, 8, 8
3, 4, 0
5, 1, 10
7, 3, 8
3, 8, 16
6, 1, 9
0, 2, 5
2, 0, 0
5, 2, 5
4, 2, 24
0, 4, 0
5, 9, 1
4, 5, 6
2, 6, 0
0, 9, 0
5, 4, 0
8, 3, 0
1, 0, 2
8, 0, 0
8, 4, 0
0, 6, 0
4, 9, 10
3, 0, 3
9, 0, 7
6, 5, 0
0, 1, 0
5, 0, 14
9, 2, 12
7, 4, 0
6, 3, 3
8, 9, 0
7, 2, 18
3, 9, 0
3, 5, 0
7, 5, 12
0, 5, 0
6, 4, 0
9, 1, 4
2, 9, 0
6, 8, 21
4, 1, 11
1, 4, 0
2, 3, 0
9, 4, 0
3, 1, 3
4, 8, 24
2, 4, 0
4, 3, 10
9, 3, 4
9, 7, 0
