winner, loser, victorycount
3, 4, 6
2, 6, 2
0, 6, 35
1, 5, 3
5, 6, 10
5, 9, 0
3, 9, 0
6, 1, 0
6, 3, 0
4, 7, 0
6, 5, 0
0, 4, 7
8, 1, 0
7, 3, 4
1, 3, 10
3, 8, 0
1, 0, 4
7, 9, 4
1, 2, 24
8, 4, 2
1, 6, 19
9, 4, 5
7, 8, 6
3, 1, 0
8, 6, 29
3, 7, 0
2, 5, 0
5, 7, 0
5, 1, 0
8, 2, 22
3, 2, 13
0, 1, 0
5, 8, 0
8, 7, 0
7, 5, 5
8, 3, 7
1, 9, 6
5, 0, 0
2, 7, 0
4, 3, 2
4, 8, 0
2, 3, 0
7, 1, 0
4, 0, 0
8, 9, 1
0, 2, 19
4, 2, 20
7, 2, 24
5, 3, 5
2, 9, 0
3, 6, 11
6, 8, 0
2, 0, 0
3, 0, 0
9, 8, 2
1, 7, 3
9, 3, 5
5, 4, 0
4, 1, 0
6, 0, 0
6, 9, 0
0, 5, 6
1, 4, 11
9, 2, 16
2, 4, 0
7, 4, 9
9, 1, 0
7, 0, 3
5, 2, 8
9, 5, 6
2, 8, 0
4, 5, 3
4, 6, 13
0, 9, 3
9, 7, 0
0, 8, 2
2, 1, 0
6, 4, 0
9, 0, 0
0, 7, 2
4, 9, 0
1, 8, 6
9, 6, 16
7, 6, 20
6, 2, 3
6, 7, 0
8, 5, 2
3, 5, 2
0, 3, 4
8, 0, 0
