winner, loser, victorycount
3, 7, 6
2, 7, 3
5, 7, 5
0, 7, 4
0, 3, 3
2, 3, 5
0, 1, 8
5, 0, 5
7, 9, 3
4, 8, 4
8, 9, 7
1, 5, 4
7, 5, 4
2, 8, 7
5, 9, 11
8, 7, 6
9, 2, 1
8, 1, 7
8, 6, 1
1, 8, 6
0, 2, 5
4, 9, 10
9, 1, 4
8, 0, 11
5, 4, 3
9, 4, 3
2, 5, 3
8, 5, 3
0, 9, 6
9, 5, 5
1, 4, 4
4, 1, 6
4, 6, 3
6, 7, 8
3, 0, 3
9, 7, 5
8, 4, 3
9, 6, 2
6, 9, 7
5, 2, 5
1, 9, 7
6, 4, 3
3, 5, 1
3, 4, 5
0, 6, 3
4, 7, 10
3, 9, 5
4, 2, 6
7, 4, 3
1, 0, 7
6, 2, 2
0, 8, 4
7, 3, 1
5, 6, 2
2, 0, 13
0, 4, 7
7, 0, 9
1, 6, 3
1, 3, 5
3, 1, 3
1, 7, 5
9, 8, 5
9, 0, 8
1, 2, 4
4, 5, 7
2, 1, 7
0, 5, 10
8, 2, 3
5, 1, 10
9, 3, 3
2, 9, 10
7, 2, 2
6, 5, 4
3, 2, 3
5, 8, 1
6, 3, 4
3, 6, 2
2, 4, 2
7, 8, 7
6, 0, 3
7, 6, 5
2, 6, 3
6, 8, 2
4, 3, 7
5, 3, 2
3, 8, 5
8, 3, 1
7, 1, 2
6, 1, 7
4, 0, 18
