winner, loser, victorycount
8, 5, 5
8, 1, 5
0, 2, 5
0, 6, 5
6, 9, 14
1, 6, 5
4, 8, 4
2, 9, 22
4, 9, 18
5, 4, 3
6, 1, 5
2, 0, 1
0, 8, 2
7, 0, 0
7, 2, 7
4, 6, 5
6, 4, 3
6, 3, 3
3, 4, 3
1, 0, 1
5, 3, 8
4, 5, 3
0, 1, 2
1, 5, 2
3, 0, 2
8, 6, 2
6, 5, 3
2, 3, 9
6, 7, 5
3, 8, 1
7, 8, 2
1, 4, 3
8, 7, 2
3, 9, 22
9, 2, 6
6, 2, 3
5, 1, 4
8, 9, 15
9, 8, 2
8, 0, 3
5, 6, 7
5, 8, 1
3, 7, 0
5, 9, 17
9, 4, 3
4, 1, 7
6, 8, 5
9, 7, 1
4, 7, 1
2, 1, 7
1, 7, 7
1, 9, 18
7, 3, 7
3, 5, 2
2, 4, 3
9, 0, 2
7, 1, 2
0, 4, 1
8, 3, 9
5, 7, 4
3, 2, 1
2, 6, 4
2, 8, 1
1, 3, 12
0, 9, 17
8, 2, 4
2, 5, 1
2, 7, 2
4, 3, 8
7, 5, 3
3, 1, 2
5, 0, 2
9, 3, 5
9, 1, 5
8, 4, 2
5, 2, 7
4, 2, 0
7, 4, 3
9, 5, 3
6, 0, 2
1, 2, 6
9, 6, 0
3, 6, 3
0, 5, 4
1, 8, 4
0, 7, 3
0, 3, 6
4, 0, 3
7, 9, 15
7, 6, 3
