winner, loser, victorycount
8, 1, 6
8, 6, 5
2, 7, 0
5, 2, 6
2, 3, 2
9, 6, 5
0, 7, 7
4, 3, 3
9, 0, 1
0, 2, 0
9, 2, 0
8, 7, 3
5, 9, 2
4, 0, 4
8, 2, 4
4, 7, 6
1, 3, 7
2, 5, 9
8, 0, 3
1, 8, 4
5, 8, 2
4, 5, 8
2, 4, 1
7, 2, 1
4, 9, 1
5, 3, 3
3, 5, 8
3, 6, 7
2, 8, 0
4, 1, 23
3, 0, 0
6, 5, 7
6, 2, 3
7, 0, 0
5, 4, 2
0, 9, 2
6, 1, 15
6, 8, 4
9, 1, 21
9, 3, 9
3, 8, 0
8, 5, 3
7, 4, 3
7, 3, 4
5, 6, 9
6, 0, 5
1, 7, 4
1, 0, 3
2, 1, 19
5, 1, 13
7, 6, 7
6, 4, 2
9, 5, 8
3, 1, 20
6, 7, 4
3, 4, 3
1, 4, 2
4, 6, 1
0, 6, 2
0, 5, 10
7, 8, 4
7, 9, 4
2, 9, 1
8, 3, 7
2, 6, 7
3, 7, 3
0, 3, 5
7, 5, 10
9, 8, 2
3, 9, 3
4, 8, 4
0, 4, 3
3, 2, 2
1, 2, 2
4, 2, 3
6, 9, 3
1, 9, 4
9, 7, 6
6, 3, 7
8, 4, 1
2, 0, 2
5, 7, 0
8, 9, 1
0, 8, 2
1, 5, 2
9, 4, 3
0, 1, 18
5, 0, 1
1, 6, 2
7, 1, 22
