"","0","1","2","3","4","5","6","7","8","9"
"0",0,2,2,2,5,2,1,2,2,3
"1",1,0,1,2,0,2,1,1,0,0
"2",2,3,0,5,2,2,7,8,4,6
"3",15,8,12,0,11,17,9,11,21,18
"4",2,10,4,10,0,4,5,10,8,5
"5",2,1,1,1,1,0,4,2,3,2
"6",13,18,10,10,12,11,0,15,18,13
"7",2,1,4,1,2,4,1,0,3,2
"8",0,3,3,2,0,1,5,0,0,4
"9",2,1,2,6,1,1,7,4,3,0
