"","0","1","2","3","4","5","6","7","8","9"
"0",0,4,6,5,6,6,2,7,9,6
"1",7,0,2,0,5,5,4,5,9,5
"2",2,5,0,4,7,5,6,2,7,2
"3",1,5,4,0,7,4,4,4,6,7
"4",5,3,6,3,0,5,10,2,10,1
"5",7,3,5,1,4,0,3,2,4,8
"6",4,2,5,6,5,2,0,3,2,8
"7",6,4,6,6,9,6,3,0,6,2
"8",4,8,7,3,5,5,8,4,0,5
"9",7,5,11,6,6,5,7,8,4,0
