"","0","1","2","3","4","5","6","7","8","9"
"0",0,3,2,4,2,5,6,7,3,5
"1",1,0,2,9,7,2,4,8,4,2
"2",5,0,0,6,4,15,9,5,6,9
"3",4,3,4,0,8,3,8,6,5,7
"4",4,3,4,2,0,4,9,2,4,3
"5",3,7,7,4,3,0,7,9,4,7
"6",4,7,4,6,2,5,0,5,5,6
"7",6,5,5,4,7,5,4,0,5,0
"8",6,4,1,5,5,13,1,8,0,6
"9",10,5,4,5,4,4,5,5,5,0
