"","0","1","2","3","4","5","6","7","8","9"
"0",0,5,5,8,7,6,3,1,8,3
"1",5,0,3,7,4,4,2,2,6,2
"2",8,5,0,1,6,5,3,2,3,5
"3",7,5,8,0,2,9,6,7,9,7
"4",9,3,7,7,0,4,7,6,10,4
"5",5,5,7,8,4,0,5,3,4,4
"6",4,3,6,0,7,9,0,5,7,5
"7",6,4,4,3,1,4,4,0,5,3
"8",8,6,1,2,5,7,1,4,0,6
"9",10,3,7,6,5,5,5,4,4,0
