approaching, opponent, attackcount
8, 0, 8
3, 0, 9
5, 9, 2
1, 9, 7
2, 7, 8
6, 7, 2
5, 2, 2
6, 4, 4
7, 0, 3
0, 1, 4
8, 5, 11
1, 8, 6
4, 8, 2
0, 9, 3
7, 2, 8
5, 4, 5
9, 4, 6
1, 6, 5
3, 4, 11
7, 5, 6
9, 2, 7
5, 8, 4
6, 8, 4
1, 3, 1
7, 6, 7
3, 6, 3
6, 9, 5
5, 7, 2
2, 3, 3
2, 9, 4
2, 4, 3
4, 1, 4
4, 5, 5
4, 6, 7
1, 4, 3
3, 7, 9
9, 0, 6
6, 5, 4
8, 2, 6
3, 5, 6
9, 8, 6
8, 9, 5
4, 9, 3
7, 3, 1
5, 0, 7
8, 3, 9
9, 7, 6
6, 0, 6
7, 8, 9
2, 6, 6
8, 4, 10
5, 1, 4
2, 5, 6
6, 3, 1
4, 2, 7
5, 6, 1
2, 0, 8
4, 3, 3
0, 5, 2
3, 9, 7
3, 2, 2
0, 6, 6
0, 3, 5
8, 7, 4
4, 7, 4
0, 8, 5
0, 7, 2
2, 8, 3
2, 1, 7
7, 4, 7
1, 7, 2
4, 0, 3
7, 9, 5
1, 5, 2
0, 2, 8
9, 3, 6
1, 0, 2
9, 1, 4
9, 6, 7
8, 1, 8
7, 1, 4
3, 1, 5
6, 1, 5
3, 8, 5
0, 4, 2
9, 5, 3
5, 3, 4
6, 2, 6
1, 2, 8
8, 6, 4
