approaching, opponent, attackcount
7, 0, 3
7, 1, 6
9, 1, 5
1, 6, 8
2, 7, 3
4, 8, 3
0, 7, 4
7, 8, 8
3, 7, 4
6, 0, 6
2, 9, 5
1, 7, 1
5, 8, 4
6, 8, 5
5, 0, 4
9, 2, 12
7, 3, 5
0, 3, 8
0, 9, 6
5, 1, 2
6, 7, 3
6, 1, 4
2, 4, 3
0, 2, 4
0, 5, 5
2, 0, 3
6, 5, 2
5, 3, 3
0, 1, 5
8, 5, 10
4, 2, 4
5, 2, 4
9, 3, 3
3, 6, 3
4, 6, 13
1, 8, 3
2, 5, 7
9, 0, 9
3, 4, 8
3, 9, 2
9, 8, 8
3, 2, 4
8, 0, 5
4, 9, 4
9, 6, 3
9, 7, 10
5, 9, 7
7, 9, 4
4, 7, 9
1, 5, 4
8, 3, 2
4, 5, 6
7, 2, 2
3, 8, 3
0, 6, 3
8, 2, 13
2, 6, 4
7, 4, 4
8, 6, 5
5, 6, 3
9, 5, 7
3, 5, 2
4, 1, 3
0, 8, 2
5, 4, 6
8, 9, 6
8, 4, 9
4, 3, 4
7, 5, 4
1, 0, 5
1, 3, 10
0, 4, 1
1, 4, 4
7, 6, 3
1, 9, 10
6, 3, 2
2, 8, 3
1, 2, 2
4, 0, 2
9, 4, 3
2, 3, 1
6, 4, 10
6, 2, 4
6, 9, 9
8, 1, 2
5, 7, 7
3, 0, 4
3, 1, 8
8, 7, 8
2, 1, 7
