approaching, opponent, attackcount
9, 5, 4
7, 2, 5
9, 2, 4
7, 6, 3
9, 1, 5
7, 5, 4
3, 6, 6
3, 8, 5
8, 6, 5
5, 4, 2
9, 0, 6
5, 0, 5
8, 0, 8
3, 2, 2
0, 1, 4
9, 8, 5
4, 0, 6
1, 6, 2
5, 8, 2
6, 3, 14
3, 4, 3
2, 3, 21
5, 7, 5
2, 8, 3
7, 1, 6
0, 9, 3
2, 4, 6
5, 1, 7
0, 4, 9
7, 0, 5
8, 7, 4
4, 6, 4
1, 8, 1
8, 3, 17
6, 8, 4
4, 8, 3
4, 9, 7
6, 7, 2
7, 9, 3
3, 9, 6
9, 3, 11
8, 2, 2
1, 3, 21
6, 0, 7
1, 7, 3
6, 1, 4
8, 9, 1
5, 6, 1
9, 6, 7
6, 2, 0
2, 5, 3
8, 5, 1
0, 5, 5
4, 1, 8
4, 7, 1
6, 9, 0
3, 7, 4
1, 9, 7
1, 4, 1
5, 9, 3
4, 3, 18
1, 0, 6
1, 2, 2
2, 0, 12
2, 7, 2
2, 6, 7
1, 5, 1
0, 6, 2
3, 5, 2
6, 5, 5
0, 3, 10
7, 4, 1
0, 8, 0
0, 7, 1
4, 5, 1
2, 1, 4
5, 3, 13
3, 1, 5
7, 3, 13
8, 4, 0
5, 2, 3
8, 1, 7
9, 4, 4
3, 0, 11
0, 2, 0
4, 2, 1
6, 4, 6
9, 7, 0
2, 9, 5
7, 8, 2
