approaching, opponent, attackcount
6, 1, 2
4, 2, 6
8, 2, 2
5, 8, 14
3, 5, 5
2, 7, 10
3, 2, 0
1, 0, 2
0, 1, 2
4, 1, 1
9, 0, 3
9, 7, 9
3, 7, 11
9, 8, 10
3, 4, 3
1, 2, 2
5, 3, 5
8, 0, 2
6, 7, 7
2, 8, 9
8, 6, 1
7, 4, 1
5, 6, 3
8, 5, 1
7, 9, 9
7, 3, 3
4, 7, 11
1, 3, 5
0, 5, 2
6, 3, 3
1, 5, 2
9, 4, 3
9, 6, 3
3, 8, 12
8, 4, 1
8, 9, 18
5, 0, 3
1, 4, 2
5, 4, 4
3, 9, 15
0, 4, 0
1, 9, 12
7, 6, 2
4, 0, 2
5, 2, 2
9, 3, 2
9, 2, 6
4, 6, 3
6, 9, 14
8, 1, 1
9, 5, 0
2, 3, 3
0, 7, 7
8, 7, 14
6, 4, 3
2, 5, 3
7, 0, 2
2, 0, 3
0, 9, 7
4, 5, 4
2, 6, 2
8, 3, 5
5, 1, 3
3, 6, 6
6, 8, 10
7, 8, 11
4, 9, 12
5, 7, 10
1, 8, 5
4, 3, 3
1, 7, 11
7, 5, 2
7, 1, 1
3, 0, 0
7, 2, 1
2, 4, 3
3, 1, 2
2, 9, 6
0, 8, 17
9, 1, 0
0, 2, 3
0, 3, 3
2, 1, 1
0, 6, 1
4, 8, 11
6, 5, 5
6, 0, 2
1, 6, 1
6, 2, 2
5, 9, 14
