self, opp, fightsavoided
3, 7, 4
7, 2, 5
2, 7, 1
3, 4, 4
5, 3, 9
4, 7, 5
0, 7, 5
1, 0, 3
3, 0, 4
9, 3, 8
9, 6, 11
4, 6, 7
1, 2, 4
3, 1, 8
6, 7, 5
2, 6, 5
6, 3, 5
7, 8, 4
5, 8, 7
4, 2, 3
8, 0, 4
3, 5, 5
5, 1, 4
4, 1, 9
9, 7, 7
6, 1, 5
4, 9, 8
8, 3, 8
1, 3, 8
5, 9, 1
0, 3, 1
3, 6, 9
8, 6, 2
8, 7, 8
0, 6, 7
5, 2, 7
4, 5, 5
9, 1, 2
1, 9, 8
3, 2, 5
0, 1, 7
8, 5, 0
5, 4, 6
0, 2, 7
4, 0, 0
9, 4, 3
5, 7, 6
7, 3, 5
0, 9, 9
1, 4, 3
2, 8, 1
3, 8, 4
2, 4, 6
7, 5, 2
2, 9, 6
7, 1, 4
9, 8, 3
7, 6, 0
9, 5, 1
6, 2, 0
6, 5, 4
2, 0, 5
0, 8, 3
7, 9, 4
6, 4, 4
4, 3, 6
3, 9, 2
1, 7, 7
6, 8, 1
8, 9, 9
2, 1, 2
8, 4, 10
4, 8, 9
9, 0, 2
2, 5, 4
8, 2, 13
7, 4, 10
6, 9, 5
5, 6, 4
7, 0, 2
0, 4, 14
6, 0, 2
1, 8, 0
0, 5, 6
2, 3, 5
8, 1, 2
9, 2, 6
1, 6, 10
5, 0, 2
1, 5, 4
