approaching, opponent, attackcount
7, 9, 6
4, 7, 0
9, 1, 2
5, 9, 2
9, 4, 12
4, 6, 2
9, 3, 6
4, 3, 0
1, 2, 13
4, 5, 10
9, 5, 21
5, 7, 0
8, 2, 10
4, 9, 4
0, 9, 0
6, 5, 14
0, 2, 11
0, 5, 15
2, 3, 3
3, 4, 4
2, 9, 0
3, 9, 0
2, 1, 0
8, 7, 2
8, 0, 7
6, 1, 4
0, 8, 2
3, 7, 2
6, 2, 15
3, 6, 0
5, 2, 2
3, 0, 3
6, 3, 15
7, 5, 15
8, 6, 0
7, 4, 15
3, 1, 1
3, 2, 1
9, 6, 0
0, 6, 3
8, 4, 14
6, 0, 5
7, 3, 22
0, 7, 2
2, 8, 2
8, 5, 21
2, 6, 0
1, 8, 3
7, 2, 17
2, 7, 0
1, 0, 1
9, 2, 4
1, 7, 2
6, 7, 3
3, 8, 4
5, 1, 0
4, 0, 0
5, 8, 2
0, 4, 6
0, 1, 0
9, 0, 3
7, 1, 1
7, 8, 0
7, 6, 3
3, 5, 5
5, 4, 1
8, 1, 0
9, 7, 0
5, 6, 2
6, 4, 9
8, 3, 14
7, 0, 5
2, 4, 1
6, 9, 2
2, 0, 1
1, 5, 13
5, 0, 1
1, 6, 2
1, 3, 11
0, 3, 8
1, 9, 5
8, 9, 4
4, 8, 1
4, 2, 2
9, 8, 0
5, 3, 0
4, 1, 0
6, 8, 2
2, 5, 15
1, 4, 9
