approaching, opponent, attackcount
8, 2, 6
2, 6, 0
3, 8, 2
1, 8, 2
7, 5, 0
1, 5, 0
3, 0, 22
5, 1, 17
0, 6, 4
0, 7, 0
8, 1, 10
6, 9, 4
7, 6, 3
0, 2, 5
0, 8, 3
8, 7, 0
1, 7, 3
8, 6, 2
6, 3, 3
9, 0, 16
4, 1, 4
5, 7, 16
9, 4, 14
1, 6, 0
4, 7, 0
4, 3, 1
5, 4, 10
4, 2, 3
5, 9, 3
5, 0, 18
1, 0, 8
7, 2, 2
1, 9, 0
9, 1, 12
6, 7, 11
3, 7, 6
2, 1, 3
0, 5, 0
6, 1, 5
2, 0, 1
7, 1, 2
0, 1, 1
3, 9, 1
5, 6, 4
9, 2, 18
6, 5, 1
9, 3, 5
6, 0, 22
0, 4, 1
3, 5, 0
3, 2, 11
8, 5, 0
5, 8, 10
2, 8, 0
6, 4, 4
7, 9, 3
2, 3, 3
9, 7, 9
1, 3, 0
4, 6, 2
8, 3, 7
5, 3, 9
2, 7, 2
4, 8, 1
9, 6, 3
6, 8, 4
7, 3, 2
5, 2, 27
9, 8, 6
4, 0, 8
8, 0, 8
7, 0, 5
4, 9, 1
0, 9, 0
3, 6, 1
8, 4, 2
7, 4, 4
3, 4, 4
9, 5, 4
3, 1, 8
2, 9, 0
1, 2, 6
8, 9, 2
2, 4, 2
1, 4, 2
7, 8, 2
4, 5, 0
6, 2, 13
0, 3, 0
2, 5, 1
