self, opp, fightsavoided
5, 3, 8
4, 6, 5
4, 1, 5
8, 4, 0
8, 2, 11
5, 9, 8
2, 6, 4
1, 0, 1
7, 3, 2
8, 0, 5
3, 1, 6
2, 1, 2
0, 7, 9
2, 5, 5
9, 1, 2
5, 2, 14
9, 4, 5
7, 5, 5
5, 0, 5
1, 6, 6
7, 9, 10
5, 6, 7
5, 7, 7
7, 2, 9
6, 7, 3
0, 5, 3
2, 3, 2
7, 6, 6
1, 3, 4
1, 5, 3
8, 6, 7
7, 0, 5
1, 8, 6
3, 4, 3
5, 4, 1
7, 8, 7
8, 1, 0
1, 7, 4
0, 4, 3
1, 9, 10
6, 3, 4
3, 8, 6
6, 8, 6
2, 4, 1
6, 0, 4
9, 5, 2
4, 7, 9
4, 3, 6
3, 5, 1
0, 6, 6
3, 9, 5
0, 3, 6
4, 2, 4
2, 7, 5
3, 7, 11
0, 9, 5
6, 2, 8
9, 3, 4
6, 1, 3
2, 9, 5
9, 2, 9
8, 3, 3
8, 5, 2
7, 4, 3
0, 1, 3
4, 0, 3
8, 9, 5
6, 4, 5
3, 0, 2
0, 2, 4
4, 5, 9
2, 8, 9
7, 1, 3
2, 0, 0
1, 4, 4
3, 6, 2
4, 8, 9
9, 0, 9
1, 2, 6
5, 1, 3
9, 6, 6
9, 7, 1
3, 2, 8
6, 9, 9
4, 9, 5
8, 7, 5
6, 5, 2
5, 8, 6
9, 8, 2
0, 8, 4
