self, opp, fightsavoided
6, 0, 1
8, 2, 3
9, 4, 6
7, 2, 5
5, 4, 2
6, 5, 10
2, 9, 4
6, 2, 3
0, 1, 1
6, 3, 8
5, 0, 3
7, 6, 0
6, 4, 4
7, 5, 7
1, 0, 5
7, 9, 4
2, 5, 1
0, 6, 1
1, 4, 13
1, 2, 12
8, 1, 0
1, 6, 7
7, 1, 4
8, 7, 4
1, 8, 6
3, 4, 11
8, 0, 4
9, 2, 5
4, 8, 3
0, 9, 4
8, 5, 6
5, 6, 6
3, 6, 5
2, 8, 8
2, 0, 8
5, 7, 2
4, 2, 5
4, 7, 2
2, 6, 1
5, 9, 4
4, 9, 5
2, 7, 7
4, 0, 6
4, 5, 3
3, 1, 1
6, 9, 1
7, 3, 4
1, 9, 2
1, 7, 0
1, 5, 4
4, 3, 6
3, 7, 2
9, 1, 4
3, 8, 8
0, 7, 3
6, 7, 4
9, 5, 10
6, 1, 2
7, 8, 3
0, 4, 13
8, 9, 4
8, 4, 9
4, 1, 1
5, 2, 7
0, 5, 11
9, 8, 4
2, 1, 2
3, 5, 6
1, 3, 7
3, 0, 6
5, 8, 5
8, 3, 2
9, 3, 4
2, 4, 10
8, 6, 22
2, 3, 3
9, 0, 11
0, 8, 5
3, 9, 6
5, 3, 4
3, 2, 4
9, 7, 2
9, 6, 7
6, 8, 7
5, 1, 2
7, 0, 8
0, 2, 4
4, 6, 2
7, 4, 8
0, 3, 2
