winner, loser, victorycount
2, 8, 3
0, 8, 3
0, 4, 7
9, 1, 13
4, 1, 4
5, 7, 2
5, 2, 3
8, 9, 9
2, 9, 8
6, 8, 1
8, 5, 7
5, 6, 2
9, 4, 12
4, 9, 13
1, 2, 9
6, 5, 3
3, 6, 1
0, 5, 4
6, 7, 4
6, 9, 6
3, 9, 7
7, 4, 7
3, 8, 6
1, 7, 8
6, 1, 11
4, 8, 9
6, 3, 6
1, 6, 3
7, 2, 6
8, 1, 10
7, 9, 3
3, 5, 3
7, 6, 1
3, 7, 5
3, 0, 9
2, 1, 3
0, 2, 3
1, 3, 3
0, 9, 12
2, 0, 6
8, 3, 2
4, 3, 5
0, 6, 1
4, 6, 5
6, 2, 7
1, 0, 2
4, 2, 7
2, 6, 2
8, 2, 5
8, 6, 2
5, 8, 2
4, 0, 1
9, 5, 1
5, 4, 4
2, 3, 4
5, 3, 4
6, 0, 5
5, 9, 5
7, 0, 8
9, 0, 3
8, 0, 5
7, 5, 5
9, 8, 0
9, 7, 0
9, 6, 8
3, 2, 3
1, 8, 6
9, 2, 3
1, 9, 9
6, 4, 3
7, 8, 3
1, 4, 5
3, 4, 8
5, 0, 4
4, 5, 3
1, 5, 5
7, 3, 5
0, 3, 5
3, 1, 2
7, 1, 10
2, 7, 7
9, 3, 2
0, 7, 3
4, 7, 4
8, 7, 4
5, 1, 3
2, 4, 5
0, 1, 9
8, 4, 3
2, 5, 8
