winner, loser, victorycount
0, 6, 4
0, 1, 2
0, 3, 2
4, 2, 2
2, 7, 6
7, 3, 2
5, 7, 3
0, 7, 3
6, 8, 6
6, 4, 4
3, 1, 2
4, 0, 12
4, 1, 7
1, 0, 4
3, 7, 3
2, 3, 6
9, 2, 4
2, 8, 8
5, 3, 3
5, 2, 2
8, 0, 7
9, 1, 5
1, 3, 2
1, 8, 10
5, 9, 6
7, 1, 8
8, 2, 8
6, 5, 4
9, 6, 7
0, 9, 4
6, 0, 8
0, 4, 9
3, 6, 5
4, 7, 5
9, 0, 9
8, 4, 7
6, 7, 5
8, 3, 5
7, 0, 6
2, 1, 3
5, 0, 8
7, 8, 6
7, 9, 3
3, 5, 2
1, 6, 4
8, 1, 1
9, 8, 6
4, 9, 6
4, 3, 6
6, 2, 3
5, 1, 5
2, 5, 4
5, 8, 3
6, 1, 4
8, 5, 0
8, 6, 4
7, 4, 6
8, 7, 4
7, 2, 6
3, 4, 9
0, 8, 5
4, 5, 2
1, 9, 4
3, 0, 11
5, 6, 7
5, 4, 3
1, 7, 4
8, 9, 5
9, 4, 13
0, 2, 1
7, 6, 2
3, 8, 2
2, 4, 10
2, 9, 3
2, 0, 8
7, 5, 5
1, 4, 3
1, 2, 6
9, 3, 6
3, 9, 5
4, 8, 5
0, 5, 4
6, 3, 8
2, 6, 5
3, 2, 6
1, 5, 6
4, 6, 2
6, 9, 0
9, 7, 6
9, 5, 5
