winner, loser, victorycount
4, 6, 5
4, 2, 2
0, 6, 6
4, 5, 4
8, 3, 10
8, 7, 3
2, 8, 3
2, 9, 3
0, 9, 3
9, 7, 8
5, 7, 8
1, 9, 7
7, 1, 4
1, 5, 2
2, 4, 4
5, 8, 3
2, 0, 4
1, 8, 4
4, 1, 6
7, 0, 7
7, 5, 5
8, 1, 6
7, 9, 9
6, 1, 5
3, 8, 4
3, 7, 10
8, 4, 7
0, 1, 6
6, 3, 10
1, 4, 3
6, 0, 6
0, 8, 5
3, 4, 4
7, 2, 5
9, 6, 6
1, 2, 2
2, 1, 1
5, 9, 3
3, 0, 1
1, 3, 1
0, 4, 1
0, 5, 8
5, 6, 3
1, 7, 2
5, 2, 8
3, 1, 2
7, 3, 8
2, 7, 6
3, 9, 12
9, 2, 1
8, 9, 8
5, 0, 4
7, 4, 5
7, 8, 2
4, 0, 4
8, 2, 2
1, 0, 6
0, 7, 5
2, 3, 7
5, 1, 2
9, 5, 3
1, 6, 6
4, 9, 5
3, 5, 6
8, 5, 7
7, 6, 2
9, 3, 9
8, 6, 6
0, 2, 5
3, 6, 5
9, 1, 6
2, 5, 5
2, 6, 6
6, 7, 2
6, 4, 8
6, 5, 10
8, 0, 2
4, 3, 3
5, 4, 7
3, 2, 6
9, 8, 6
5, 3, 4
6, 9, 7
6, 2, 6
6, 8, 5
0, 3, 2
4, 8, 5
9, 4, 3
9, 0, 9
4, 7, 3
