winner, loser, victorycount
9, 2, 4
1, 5, 7
5, 2, 4
4, 8, 3
6, 0, 8
0, 5, 4
9, 4, 4
3, 8, 5
0, 4, 1
6, 5, 4
6, 7, 7
9, 3, 9
7, 1, 5
2, 6, 5
1, 8, 3
0, 2, 1
1, 6, 7
9, 7, 3
8, 7, 5
8, 6, 7
0, 1, 5
4, 2, 9
7, 0, 6
2, 8, 4
3, 5, 5
5, 7, 3
3, 9, 6
3, 7, 4
7, 9, 8
0, 8, 4
8, 0, 7
8, 4, 11
9, 5, 8
3, 6, 7
4, 6, 6
5, 6, 5
7, 3, 5
1, 0, 7
0, 3, 8
2, 7, 3
5, 0, 4
6, 8, 1
8, 9, 0
2, 4, 5
5, 8, 3
5, 4, 2
4, 0, 8
2, 0, 8
6, 1, 2
2, 5, 3
4, 9, 8
3, 4, 6
8, 2, 2
7, 6, 7
4, 1, 1
0, 9, 11
8, 3, 3
0, 7, 3
9, 6, 3
1, 7, 3
9, 1, 11
1, 2, 6
1, 3, 4
7, 4, 4
5, 1, 4
9, 8, 2
3, 2, 7
6, 9, 6
3, 1, 2
8, 1, 7
9, 0, 4
8, 5, 3
6, 2, 6
4, 5, 2
2, 9, 7
5, 9, 4
0, 6, 7
3, 0, 14
4, 3, 2
6, 3, 3
2, 3, 4
1, 4, 2
7, 2, 9
5, 3, 4
1, 9, 8
6, 4, 2
4, 7, 5
7, 8, 2
7, 5, 6
2, 1, 3
