"","0","1","2","3","4","5","6","7","8","9"
"0",0,12,10,8,19,9,9,12,16,9
"1",0,0,0,0,0,0,0,0,0,0
"2",0,4,0,0,0,9,0,0,8,0
"3",0,9,11,0,9,10,0,8,7,0
"4",0,4,6,0,0,8,0,5,14,0
"5",0,3,0,0,0,0,0,0,2,0
"6",2,11,8,16,17,13,0,11,7,11
"7",0,7,6,0,4,5,0,0,8,0
"8",0,5,0,0,0,3,0,0,0,0
"9",8,12,5,13,11,9,9,14,14,0
