winner, loser, victorycount
1, 3, 3
1, 4, 6
4, 8, 2
8, 6, 0
7, 2, 7
3, 0, 17
9, 7, 4
2, 9, 12
6, 9, 13
9, 4, 3
8, 4, 11
9, 0, 7
1, 2, 5
1, 7, 3
9, 2, 8
5, 0, 11
8, 1, 5
0, 2, 3
5, 3, 3
4, 0, 11
2, 5, 1
4, 1, 5
0, 8, 0
0, 4, 1
0, 3, 1
5, 1, 5
7, 1, 3
1, 0, 11
4, 5, 5
9, 1, 6
3, 5, 4
2, 1, 2
6, 8, 4
0, 7, 2
0, 1, 2
6, 4, 6
2, 8, 1
3, 1, 4
2, 6, 0
3, 9, 10
5, 9, 13
7, 8, 2
7, 5, 2
8, 9, 10
1, 5, 5
3, 4, 7
4, 9, 19
2, 7, 1
7, 4, 6
9, 8, 1
1, 8, 3
5, 2, 8
0, 9, 9
4, 6, 1
2, 3, 1
5, 4, 5
8, 2, 5
6, 1, 1
2, 4, 2
8, 3, 3
0, 6, 2
6, 3, 0
6, 0, 11
0, 5, 2
5, 6, 6
5, 7, 3
6, 2, 3
4, 7, 1
8, 7, 5
9, 5, 1
6, 7, 5
7, 3, 4
7, 6, 2
1, 9, 12
2, 0, 11
4, 2, 4
4, 3, 2
8, 0, 12
7, 0, 18
9, 3, 3
3, 8, 2
6, 5, 4
9, 6, 3
3, 2, 5
7, 9, 8
8, 5, 2
1, 6, 1
3, 6, 2
5, 8, 0
3, 7, 5
