winner, loser, victorycount
0, 1, 2
3, 0, 5
9, 5, 5
5, 4, 1
4, 0, 1
1, 2, 3
4, 9, 8
2, 6, 5
0, 9, 1
5, 6, 4
8, 4, 2
3, 7, 7
2, 7, 5
6, 7, 8
6, 8, 6
3, 5, 3
5, 8, 5
5, 3, 11
0, 6, 4
6, 5, 7
5, 2, 3
6, 4, 7
6, 9, 3
7, 9, 7
4, 8, 4
3, 6, 1
1, 7, 2
2, 5, 11
1, 9, 2
3, 8, 5
9, 1, 6
9, 6, 4
5, 9, 8
1, 0, 4
9, 2, 2
7, 5, 3
1, 4, 0
0, 2, 7
4, 3, 11
4, 7, 4
9, 8, 8
0, 3, 19
1, 5, 10
7, 2, 3
6, 2, 3
7, 8, 6
7, 0, 2
6, 1, 3
4, 6, 2
2, 0, 4
8, 0, 3
0, 4, 6
2, 1, 2
5, 0, 6
1, 3, 11
4, 2, 5
9, 3, 13
2, 3, 17
4, 5, 4
6, 0, 6
7, 6, 2
2, 4, 3
3, 9, 3
3, 1, 2
6, 3, 9
7, 4, 3
5, 1, 1
8, 6, 2
8, 5, 1
1, 8, 3
8, 2, 5
5, 7, 4
8, 9, 2
9, 7, 8
3, 4, 1
4, 1, 4
2, 8, 6
8, 3, 11
2, 9, 2
0, 7, 4
7, 1, 3
1, 6, 3
3, 2, 1
7, 3, 15
8, 1, 3
0, 8, 8
9, 4, 7
9, 0, 4
0, 5, 5
8, 7, 5
