winner, loser, victorycount
0, 2, 8
5, 9, 5
0, 4, 14
8, 2, 0
1, 5, 0
0, 6, 28
5, 0, 0
1, 6, 0
2, 7, 18
3, 6, 0
3, 2, 0
2, 9, 12
4, 0, 0
6, 8, 6
7, 4, 5
2, 8, 14
2, 4, 20
4, 5, 0
3, 0, 0
2, 0, 11
5, 3, 8
9, 1, 1
1, 9, 0
7, 3, 3
0, 7, 18
6, 2, 0
5, 8, 7
4, 3, 4
6, 1, 5
7, 6, 7
7, 2, 0
7, 8, 9
5, 4, 4
6, 0, 0
0, 5, 12
6, 7, 0
9, 0, 0
6, 5, 1
6, 9, 5
3, 4, 0
1, 2, 0
4, 9, 1
5, 6, 5
6, 4, 5
9, 2, 0
4, 8, 4
9, 3, 6
8, 4, 0
8, 1, 4
8, 7, 0
3, 8, 0
2, 6, 20
4, 1, 3
7, 5, 11
2, 3, 21
2, 5, 27
9, 7, 0
9, 4, 2
1, 4, 0
5, 1, 5
7, 1, 5
5, 7, 0
4, 7, 0
1, 0, 0
8, 3, 4
9, 8, 3
5, 2, 0
0, 3, 20
2, 1, 17
4, 2, 0
3, 7, 0
0, 9, 14
8, 6, 0
1, 7, 0
3, 1, 4
4, 6, 0
0, 1, 18
8, 9, 0
8, 5, 0
1, 8, 0
8, 0, 0
9, 6, 0
9, 5, 0
0, 8, 17
7, 0, 0
3, 9, 0
1, 3, 0
3, 5, 0
6, 3, 7
7, 9, 2
