self, opp, fightsavoided
1, 5, 4
4, 6, 1
8, 6, 4
0, 2, 8
0, 1, 0
9, 2, 10
8, 4, 9
0, 4, 6
8, 2, 6
1, 2, 3
2, 0, 8
6, 1, 1
4, 3, 2
4, 8, 3
8, 0, 10
5, 0, 12
7, 8, 10
5, 1, 0
1, 4, 5
5, 9, 10
5, 8, 2
1, 0, 5
8, 7, 0
9, 7, 0
2, 9, 9
2, 8, 4
6, 8, 5
4, 1, 1
2, 6, 0
2, 1, 0
0, 8, 8
6, 5, 5
7, 5, 4
9, 5, 2
2, 5, 8
6, 9, 13
9, 0, 3
9, 8, 3
5, 2, 7
6, 2, 7
7, 6, 13
3, 5, 3
9, 3, 1
7, 9, 8
4, 5, 6
2, 3, 4
8, 1, 0
3, 7, 2
1, 8, 5
4, 9, 7
2, 7, 0
4, 2, 6
7, 0, 5
0, 3, 2
6, 3, 7
3, 9, 7
4, 0, 5
7, 3, 4
2, 4, 8
0, 9, 8
7, 2, 7
9, 1, 0
6, 4, 7
3, 4, 16
1, 3, 7
5, 6, 3
1, 7, 4
8, 5, 7
0, 6, 2
3, 2, 11
3, 0, 11
8, 9, 1
5, 3, 1
6, 0, 15
5, 4, 14
3, 8, 6
3, 1, 3
1, 6, 9
7, 1, 5
4, 7, 0
8, 3, 2
9, 4, 5
5, 7, 0
9, 6, 4
0, 7, 0
6, 7, 0
3, 6, 3
0, 5, 2
7, 4, 5
1, 9, 1
