self, opp, fightsavoided
2, 1, 3
4, 2, 0
9, 0, 5
3, 2, 0
2, 6, 5
7, 8, 6
2, 8, 10
0, 3, 3
8, 3, 8
7, 2, 0
4, 3, 5
4, 6, 0
6, 2, 8
0, 1, 0
2, 5, 14
2, 0, 0
0, 4, 6
8, 1, 0
7, 5, 2
6, 8, 3
1, 3, 13
5, 7, 8
6, 1, 5
7, 6, 0
0, 6, 0
3, 5, 8
1, 2, 7
9, 4, 1
8, 0, 12
1, 8, 0
6, 4, 5
7, 1, 0
8, 2, 0
2, 4, 4
6, 5, 1
4, 1, 0
9, 5, 7
0, 5, 6
5, 6, 0
9, 1, 0
2, 3, 3
9, 6, 0
0, 7, 3
5, 9, 13
6, 7, 10
3, 4, 12
8, 9, 9
1, 4, 6
3, 8, 5
4, 7, 3
1, 0, 11
1, 6, 4
4, 0, 7
1, 9, 4
8, 4, 5
9, 2, 0
6, 9, 5
2, 7, 6
5, 8, 13
8, 6, 0
5, 0, 9
8, 7, 11
4, 9, 2
6, 3, 6
2, 9, 9
7, 4, 3
9, 8, 7
3, 1, 0
7, 9, 5
3, 6, 0
7, 0, 11
1, 5, 1
3, 9, 9
5, 4, 7
0, 8, 7
5, 1, 0
6, 0, 11
9, 3, 3
9, 7, 3
0, 2, 1
1, 7, 11
5, 2, 0
3, 0, 6
4, 5, 5
3, 7, 10
4, 8, 11
7, 3, 10
5, 3, 6
8, 5, 4
0, 9, 8
