approaching, opponent, attackcount
2, 3, 1
1, 8, 7
8, 3, 3
8, 1, 9
7, 1, 5
6, 4, 1
1, 2, 4
9, 8, 2
1, 9, 5
0, 4, 6
1, 4, 3
7, 8, 3
4, 9, 12
6, 8, 5
5, 0, 7
2, 4, 3
7, 0, 7
8, 4, 4
3, 2, 8
4, 1, 4
6, 5, 5
0, 9, 4
5, 8, 3
6, 7, 7
2, 5, 8
4, 7, 3
7, 5, 4
1, 0, 7
9, 3, 3
6, 1, 2
0, 6, 4
9, 7, 2
3, 9, 8
8, 2, 7
3, 4, 3
3, 7, 17
4, 0, 5
8, 5, 18
6, 3, 2
4, 8, 3
8, 0, 6
1, 3, 2
7, 4, 3
7, 6, 7
1, 7, 6
2, 0, 5
5, 1, 4
2, 6, 5
7, 3, 4
6, 2, 2
4, 3, 3
9, 1, 4
0, 8, 4
3, 8, 4
3, 5, 14
6, 9, 4
3, 6, 4
8, 7, 12
5, 6, 2
9, 5, 2
2, 1, 10
4, 5, 7
0, 7, 5
9, 2, 3
1, 5, 4
2, 9, 3
0, 3, 5
9, 0, 2
5, 4, 4
0, 2, 5
0, 5, 6
7, 9, 5
4, 6, 6
0, 1, 3
2, 8, 2
8, 6, 12
2, 7, 3
9, 4, 4
5, 3, 3
5, 2, 6
3, 0, 6
8, 9, 6
7, 2, 2
5, 7, 1
3, 1, 13
6, 0, 2
4, 2, 4
1, 6, 1
9, 6, 5
5, 9, 1
