approaching, opponent, attackcount
6, 0, 8
4, 8, 3
7, 0, 4
0, 3, 4
0, 9, 1
6, 1, 2
4, 3, 9
6, 3, 12
8, 4, 0
5, 9, 7
4, 0, 8
6, 4, 7
8, 6, 3
4, 9, 3
9, 8, 10
9, 4, 1
6, 5, 2
7, 6, 4
2, 1, 2
2, 0, 4
7, 5, 2
9, 5, 7
7, 2, 3
6, 8, 5
8, 2, 1
4, 2, 9
2, 7, 4
8, 1, 3
0, 8, 8
5, 0, 14
3, 7, 4
1, 6, 6
3, 5, 3
3, 6, 1
5, 8, 11
8, 3, 2
7, 4, 4
6, 7, 5
0, 7, 5
8, 7, 4
3, 1, 3
4, 6, 5
3, 4, 6
7, 8, 5
4, 7, 8
3, 8, 2
9, 1, 4
7, 1, 6
7, 9, 3
3, 2, 5
0, 1, 2
9, 2, 2
8, 0, 3
2, 8, 2
5, 7, 7
2, 3, 2
1, 9, 4
4, 1, 2
1, 4, 1
7, 3, 1
2, 9, 4
8, 5, 1
8, 9, 3
9, 0, 12
1, 5, 2
0, 6, 2
0, 5, 5
3, 0, 8
6, 9, 5
5, 3, 5
5, 6, 5
9, 3, 15
9, 7, 9
6, 2, 4
1, 3, 10
1, 7, 7
3, 9, 5
0, 2, 4
9, 6, 14
1, 0, 10
1, 8, 8
5, 1, 3
0, 4, 4
5, 2, 7
2, 4, 4
2, 6, 5
1, 2, 7
5, 4, 9
4, 5, 2
2, 5, 3
