approaching, opponent, attackcount
5, 0, 1
4, 3, 3
7, 8, 8
7, 9, 9
4, 1, 0
0, 7, 2
2, 3, 4
7, 1, 10
3, 5, 4
3, 8, 7
5, 9, 1
8, 2, 5
5, 1, 6
1, 2, 8
1, 0, 5
8, 5, 6
6, 5, 6
3, 9, 6
7, 3, 5
6, 2, 7
8, 4, 5
8, 1, 3
3, 2, 0
8, 3, 2
9, 3, 4
6, 9, 5
5, 6, 2
5, 8, 4
1, 4, 15
4, 7, 2
1, 3, 2
2, 7, 4
0, 5, 4
7, 2, 5
1, 6, 5
2, 0, 3
2, 8, 4
2, 1, 1
6, 4, 16
3, 7, 4
0, 1, 4
4, 5, 5
4, 2, 3
0, 8, 3
8, 0, 3
9, 6, 3
0, 4, 8
7, 0, 3
0, 6, 0
6, 3, 11
6, 1, 8
8, 7, 5
3, 6, 3
6, 7, 3
2, 5, 8
1, 8, 11
6, 0, 8
5, 7, 3
1, 7, 3
5, 2, 2
4, 9, 2
9, 1, 0
6, 8, 6
9, 8, 7
4, 0, 2
2, 4, 7
2, 6, 1
5, 3, 2
4, 8, 1
3, 0, 4
9, 2, 1
1, 9, 10
7, 4, 10
8, 6, 1
3, 4, 9
7, 6, 9
3, 1, 5
0, 9, 5
9, 4, 7
9, 5, 7
4, 6, 2
2, 9, 6
8, 9, 11
0, 2, 7
9, 0, 2
7, 5, 10
5, 4, 8
9, 7, 2
1, 5, 11
0, 3, 5
