approaching, opponent, attackcount
5, 2, 7
7, 4, 9
4, 8, 1
1, 0, 4
5, 6, 6
2, 1, 5
9, 1, 7
1, 7, 7
5, 4, 3
4, 9, 3
8, 2, 8
5, 1, 6
9, 6, 4
2, 6, 7
6, 5, 1
7, 5, 4
0, 7, 2
9, 5, 6
4, 5, 3
4, 3, 2
2, 9, 7
1, 5, 6
6, 1, 5
2, 7, 10
0, 4, 4
8, 1, 5
9, 8, 8
6, 4, 3
3, 7, 6
1, 2, 7
8, 4, 0
2, 8, 8
5, 8, 11
4, 1, 6
9, 7, 7
4, 7, 3
3, 2, 4
9, 2, 8
0, 5, 4
8, 6, 3
0, 9, 4
9, 3, 5
9, 0, 9
7, 6, 3
7, 8, 7
6, 8, 9
6, 9, 5
8, 9, 2
3, 6, 3
5, 7, 4
5, 3, 5
8, 7, 1
7, 2, 6
3, 5, 0
9, 4, 9
8, 0, 3
2, 0, 8
1, 4, 3
4, 0, 7
0, 3, 2
8, 3, 2
3, 1, 3
6, 7, 3
3, 8, 3
2, 5, 6
1, 6, 8
5, 0, 5
2, 4, 6
1, 3, 9
2, 3, 8
1, 9, 4
7, 3, 10
8, 5, 2
0, 2, 7
6, 3, 0
6, 0, 7
3, 0, 5
3, 9, 5
0, 6, 2
4, 2, 3
5, 9, 4
1, 8, 12
6, 2, 4
3, 4, 5
7, 9, 4
0, 8, 1
4, 6, 4
0, 1, 5
7, 0, 4
7, 1, 4
