approaching, opponent, attackcount
0, 8, 9
5, 3, 5
6, 2, 4
2, 4, 5
7, 8, 2
9, 2, 10
2, 6, 9
8, 9, 6
0, 1, 6
3, 0, 3
0, 4, 8
1, 4, 2
2, 5, 5
8, 6, 10
2, 0, 3
6, 4, 3
8, 7, 5
5, 0, 1
3, 6, 5
3, 7, 3
4, 7, 10
9, 3, 3
4, 1, 7
3, 9, 1
5, 9, 3
4, 2, 8
3, 4, 6
9, 8, 4
3, 5, 3
2, 9, 4
6, 5, 7
2, 1, 7
4, 0, 4
5, 6, 7
5, 8, 6
4, 5, 6
6, 1, 9
1, 2, 3
0, 3, 4
7, 2, 3
6, 9, 11
0, 6, 7
9, 0, 2
0, 2, 4
7, 1, 4
7, 0, 3
2, 8, 3
6, 0, 4
3, 1, 7
3, 8, 2
4, 9, 4
9, 1, 2
1, 9, 2
1, 5, 3
9, 4, 9
8, 2, 11
9, 5, 4
7, 5, 3
6, 7, 9
5, 2, 0
3, 2, 3
0, 9, 7
0, 5, 13
0, 7, 6
9, 7, 9
5, 1, 1
4, 3, 8
7, 4, 3
6, 8, 9
7, 3, 4
8, 0, 7
7, 9, 1
1, 7, 4
8, 1, 6
1, 0, 3
9, 6, 6
1, 3, 2
1, 6, 6
7, 6, 4
6, 3, 1
8, 5, 0
2, 7, 11
5, 4, 1
5, 7, 3
2, 3, 2
8, 4, 4
4, 6, 3
1, 8, 4
4, 8, 8
8, 3, 8
