"","0","1","2","3","4","5","6","7","8","9"
"0",0,5,8,3,2,5,2,5,8,4
"1",1,0,13,4,4,6,3,6,0,1
"2",3,16,0,5,3,7,5,6,4,4
"3",7,10,9,0,0,1,6,4,7,4
"4",5,10,13,2,0,6,4,4,5,4
"5",3,6,13,5,5,0,1,8,2,2
"6",1,11,7,1,0,5,0,6,2,2
"7",1,14,13,2,1,5,4,0,6,5
"8",2,7,10,2,0,5,1,7,0,3
"9",3,10,9,1,4,8,1,10,2,0
