winner, loser, victorycount
3, 7, 6
1, 7, 7
4, 5, 9
2, 6, 1
9, 7, 5
1, 0, 7
5, 3, 5
0, 3, 6
2, 4, 2
3, 2, 7
0, 4, 6
4, 9, 4
2, 5, 12
4, 6, 3
6, 2, 9
4, 8, 4
8, 5, 6
5, 7, 3
8, 4, 2
4, 3, 1
9, 2, 5
4, 0, 4
7, 0, 0
5, 2, 6
5, 0, 4
1, 5, 9
0, 1, 0
6, 9, 6
8, 6, 1
2, 1, 5
4, 1, 2
3, 4, 3
1, 8, 9
1, 6, 2
7, 6, 2
0, 9, 9
5, 9, 3
9, 4, 6
7, 1, 3
6, 8, 16
5, 6, 0
9, 8, 5
2, 9, 2
4, 2, 9
9, 5, 8
6, 3, 2
8, 9, 0
1, 2, 7
8, 7, 0
3, 0, 6
0, 5, 15
6, 4, 8
9, 3, 3
8, 0, 0
7, 2, 2
3, 1, 9
9, 6, 5
5, 1, 4
6, 1, 2
6, 7, 12
0, 8, 8
7, 3, 5
1, 4, 9
8, 2, 3
2, 0, 4
3, 5, 10
9, 0, 4
7, 8, 5
2, 8, 4
1, 3, 3
3, 9, 5
2, 3, 4
5, 4, 0
3, 8, 7
6, 0, 10
8, 3, 4
2, 7, 7
1, 9, 6
6, 5, 14
9, 1, 5
0, 2, 4
3, 6, 1
8, 1, 1
4, 7, 3
7, 9, 3
5, 8, 6
0, 7, 6
7, 5, 6
7, 4, 2
0, 6, 2
