winner, loser, victorycount
2, 4, 5
4, 3, 1
1, 6, 3
6, 1, 8
9, 6, 10
6, 7, 2
0, 2, 3
6, 2, 0
1, 0, 7
1, 5, 2
3, 7, 3
9, 0, 11
7, 4, 5
9, 5, 11
4, 0, 5
6, 5, 6
7, 0, 9
4, 8, 4
6, 9, 2
5, 6, 5
2, 8, 4
5, 4, 9
7, 3, 8
1, 7, 2
7, 5, 8
0, 7, 0
9, 4, 7
2, 0, 3
5, 3, 2
8, 4, 2
9, 1, 11
5, 1, 5
6, 3, 3
7, 1, 9
3, 5, 8
6, 4, 3
1, 8, 0
5, 8, 2
6, 8, 5
3, 0, 5
4, 6, 6
3, 2, 4
6, 0, 10
5, 9, 3
0, 8, 6
4, 2, 10
2, 1, 6
3, 6, 8
4, 5, 7
9, 7, 6
3, 4, 7
8, 6, 1
9, 3, 4
8, 9, 5
3, 1, 6
8, 0, 5
0, 4, 2
8, 7, 3
0, 3, 1
5, 7, 1
1, 2, 2
2, 3, 1
8, 3, 6
9, 2, 4
1, 3, 3
0, 6, 5
8, 1, 9
7, 6, 11
7, 8, 9
0, 5, 2
7, 9, 7
0, 9, 5
4, 1, 8
1, 9, 1
2, 9, 7
2, 6, 7
4, 7, 1
2, 7, 1
8, 5, 4
0, 1, 2
7, 2, 11
4, 9, 10
3, 9, 8
1, 4, 0
8, 2, 3
5, 2, 3
5, 0, 5
3, 8, 7
2, 5, 6
9, 8, 3
