winner, loser, victorycount
5, 6, 19
2, 1, 4
3, 2, 8
4, 1, 1
0, 7, 14
5, 3, 7
3, 8, 7
2, 3, 10
6, 9, 5
2, 7, 4
5, 1, 5
2, 8, 6
3, 1, 3
7, 5, 2
8, 5, 4
8, 1, 3
6, 5, 2
2, 9, 3
9, 2, 2
4, 5, 0
7, 2, 8
7, 1, 0
0, 3, 9
3, 6, 6
0, 4, 5
1, 3, 5
9, 4, 3
1, 4, 3
5, 2, 15
8, 9, 6
3, 7, 2
3, 4, 7
6, 2, 3
4, 2, 5
5, 7, 5
3, 9, 5
4, 0, 2
2, 4, 2
2, 5, 1
4, 9, 4
0, 5, 3
7, 3, 2
7, 4, 5
1, 9, 14
0, 2, 11
8, 0, 5
8, 4, 1
9, 3, 3
8, 6, 2
6, 3, 5
1, 5, 4
0, 1, 7
4, 6, 7
6, 7, 0
5, 0, 5
9, 0, 7
8, 3, 1
9, 5, 1
6, 0, 2
4, 3, 4
2, 0, 3
8, 7, 4
7, 8, 4
0, 9, 10
3, 0, 5
5, 4, 7
1, 0, 2
4, 8, 0
2, 6, 2
7, 6, 4
5, 8, 20
6, 8, 2
4, 7, 2
9, 8, 2
3, 5, 6
1, 6, 4
6, 1, 3
6, 4, 1
8, 2, 3
7, 0, 5
9, 7, 1
5, 9, 13
1, 2, 4
0, 6, 17
9, 1, 1
1, 7, 2
1, 8, 7
7, 9, 7
9, 6, 3
0, 8, 12
