winner, loser, victorycount
7, 3, 4
4, 0, 8
7, 9, 7
1, 5, 7
8, 3, 7
3, 8, 1
9, 5, 4
6, 2, 4
4, 2, 6
9, 3, 3
2, 0, 7
0, 5, 2
6, 9, 7
9, 7, 4
1, 9, 4
4, 6, 4
8, 6, 3
2, 1, 8
2, 5, 7
9, 2, 2
5, 1, 2
6, 8, 4
3, 6, 2
8, 1, 3
7, 5, 3
5, 4, 1
2, 6, 3
8, 0, 2
9, 8, 5
5, 6, 3
2, 3, 9
9, 1, 1
0, 6, 3
5, 2, 11
9, 4, 3
5, 8, 6
4, 8, 6
7, 8, 0
4, 1, 7
7, 4, 4
1, 4, 3
0, 9, 6
8, 4, 2
3, 0, 10
8, 7, 5
3, 2, 3
5, 0, 6
3, 1, 1
9, 6, 1
9, 0, 4
2, 9, 7
5, 3, 5
6, 5, 13
8, 5, 6
7, 2, 5
0, 1, 2
3, 7, 3
2, 8, 4
5, 7, 1
3, 5, 7
2, 4, 5
0, 8, 6
1, 0, 6
0, 2, 4
6, 7, 14
0, 4, 2
4, 5, 6
4, 7, 7
7, 1, 5
0, 3, 4
8, 2, 1
1, 8, 7
3, 9, 4
7, 0, 6
1, 7, 7
0, 7, 7
6, 4, 5
8, 9, 6
1, 2, 6
5, 9, 5
3, 4, 2
6, 3, 10
1, 3, 6
2, 7, 6
4, 9, 6
6, 0, 14
1, 6, 2
4, 3, 10
6, 1, 5
7, 6, 5
