"","0","1","2","3","4","5","6","7","8","9"
"0",0,5,9,10,4,1,1,6,4,0
"1",9,0,6,2,3,3,6,6,12,0
"2",8,3,0,7,9,3,1,7,7,0
"3",5,4,11,0,11,3,4,6,7,0
"4",2,5,5,4,0,5,3,8,10,0
"5",10,6,4,3,4,0,4,3,9,0
"6",1,3,5,7,3,5,0,8,4,0
"7",4,11,2,5,7,2,6,0,3,0
"8",5,8,4,8,5,4,3,7,0,0
"9",6,5,5,7,14,3,5,12,5,0
