"","0","1","2","3","4","5","6","7","8","9"
"0",0,3,6,4,6,2,8,4,4,6
"1",8,0,3,8,4,6,6,5,3,3
"2",2,7,0,11,5,9,5,4,4,5
"3",6,2,2,0,9,2,7,7,3,11
"4",3,2,2,5,0,1,6,0,7,2
"5",1,4,9,3,3,0,8,4,5,1
"6",9,9,3,2,12,3,0,3,6,6
"7",6,10,3,5,3,6,7,0,7,7
"8",8,9,2,3,6,4,8,3,0,3
"9",5,5,6,5,6,3,6,1,4,0
