"","0","1","2","3","4","5","6","7","8","9"
"0",0,5,3,5,3,10,10,2,11,2
"1",4,0,5,3,6,6,4,5,2,6
"2",4,7,0,11,10,6,2,2,9,2
"3",5,1,4,0,4,7,5,5,5,6
"4",4,3,10,9,0,4,4,11,2,7
"5",5,2,5,8,5,0,4,6,11,5
"6",13,7,7,4,5,8,0,4,4,6
"7",4,3,5,2,2,5,3,0,1,2
"8",4,4,5,3,2,3,0,7,0,4
"9",4,6,8,4,3,9,2,2,3,0
