approaching, opponent, attackcount
4, 5, 5
1, 4, 6
3, 5, 3
7, 0, 6
4, 3, 7
3, 1, 4
0, 8, 4
9, 0, 3
1, 2, 4
9, 1, 3
2, 8, 6
3, 2, 6
0, 1, 9
6, 9, 4
3, 9, 6
5, 8, 6
5, 9, 5
7, 9, 7
9, 5, 8
1, 7, 6
1, 3, 5
0, 7, 6
4, 6, 1
3, 0, 3
2, 6, 10
2, 0, 9
5, 7, 5
4, 9, 10
4, 0, 3
5, 2, 4
5, 4, 2
7, 5, 5
6, 0, 4
5, 3, 4
2, 9, 6
8, 5, 8
8, 6, 5
8, 4, 4
2, 4, 5
2, 1, 3
5, 6, 2
1, 0, 10
4, 2, 9
9, 6, 8
0, 2, 4
9, 7, 5
7, 8, 8
0, 5, 5
4, 7, 3
7, 2, 2
3, 8, 1
0, 9, 5
8, 7, 8
6, 8, 4
3, 6, 5
6, 4, 1
2, 3, 8
8, 9, 5
0, 6, 5
6, 5, 5
7, 6, 9
6, 3, 6
0, 4, 2
9, 2, 5
6, 2, 5
9, 8, 5
6, 7, 14
3, 4, 4
1, 8, 5
4, 1, 8
7, 3, 1
1, 9, 2
9, 3, 1
7, 1, 6
1, 6, 8
9, 4, 4
6, 1, 3
5, 1, 5
8, 3, 3
5, 0, 4
2, 7, 3
3, 7, 4
8, 0, 6
4, 8, 4
8, 2, 6
8, 1, 1
1, 5, 4
2, 5, 5
0, 3, 2
7, 4, 3
