approaching, opponent, attackcount
5, 2, 9
6, 9, 4
9, 4, 2
5, 6, 8
4, 5, 10
0, 5, 1
1, 4, 6
9, 0, 2
1, 8, 5
3, 7, 5
2, 1, 3
1, 7, 7
6, 1, 4
5, 3, 5
2, 6, 5
3, 2, 3
6, 7, 1
2, 3, 8
0, 4, 2
7, 3, 7
1, 5, 6
4, 9, 4
7, 1, 5
3, 4, 7
5, 4, 11
7, 0, 7
8, 3, 4
8, 5, 1
4, 0, 3
9, 7, 4
3, 1, 5
4, 2, 3
9, 5, 2
7, 4, 7
8, 9, 6
3, 6, 12
7, 2, 13
3, 5, 8
7, 6, 2
5, 1, 5
1, 3, 6
0, 6, 7
5, 9, 4
6, 5, 4
1, 9, 9
1, 0, 10
6, 8, 3
4, 8, 2
2, 9, 3
8, 1, 3
6, 4, 5
1, 6, 7
0, 8, 2
1, 2, 7
9, 6, 3
8, 6, 4
0, 7, 4
2, 5, 2
7, 9, 8
0, 3, 4
2, 4, 2
9, 1, 3
4, 1, 3
3, 9, 3
8, 0, 4
4, 3, 3
8, 7, 10
8, 2, 8
5, 0, 5
4, 7, 4
6, 3, 3
2, 0, 4
2, 7, 0
7, 5, 4
6, 0, 4
3, 0, 7
3, 8, 8
5, 7, 6
9, 2, 5
9, 8, 2
6, 2, 8
0, 2, 5
7, 8, 6
2, 8, 8
5, 8, 3
0, 9, 3
9, 3, 3
4, 6, 6
0, 1, 7
8, 4, 4
