winner, loser, victorycount
9, 6, 6
5, 0, 2
8, 1, 6
0, 5, 2
8, 7, 6
8, 3, 7
1, 9, 6
9, 4, 8
0, 2, 1
5, 2, 3
6, 1, 0
4, 9, 2
1, 7, 4
1, 4, 5
2, 5, 6
2, 6, 4
7, 8, 10
0, 6, 6
1, 8, 2
6, 8, 1
1, 3, 4
1, 0, 8
3, 9, 9
6, 4, 4
8, 5, 7
5, 3, 2
7, 2, 3
6, 2, 5
4, 7, 2
2, 1, 2
9, 7, 3
7, 1, 4
3, 0, 14
7, 6, 5
3, 5, 9
2, 3, 3
0, 9, 3
6, 5, 2
7, 9, 7
7, 5, 10
0, 7, 3
8, 6, 3
3, 2, 12
2, 4, 5
1, 6, 4
7, 4, 13
6, 0, 3
5, 7, 0
3, 8, 22
8, 0, 4
9, 8, 4
4, 5, 4
1, 5, 4
8, 9, 2
0, 3, 0
3, 4, 8
2, 8, 4
5, 9, 2
5, 6, 5
7, 3, 12
1, 2, 4
0, 8, 2
7, 0, 8
0, 4, 8
4, 1, 3
8, 4, 3
4, 8, 2
2, 9, 6
4, 6, 2
3, 6, 14
9, 1, 6
0, 1, 2
9, 3, 3
3, 7, 11
5, 1, 1
4, 3, 3
6, 7, 3
4, 0, 2
2, 7, 3
6, 9, 4
9, 0, 6
9, 2, 5
3, 1, 16
2, 0, 6
5, 4, 3
6, 3, 0
4, 2, 4
5, 8, 5
8, 2, 5
9, 5, 3
