winner, loser, victorycount
4, 1, 7
7, 4, 1
1, 2, 6
5, 2, 3
5, 0, 3
5, 8, 0
0, 6, 9
2, 0, 3
8, 2, 3
9, 6, 8
0, 5, 18
1, 6, 11
7, 8, 2
9, 7, 1
7, 9, 1
9, 1, 3
2, 4, 3
7, 0, 5
0, 8, 15
6, 7, 3
5, 7, 4
6, 0, 0
3, 4, 11
3, 6, 15
8, 9, 0
5, 3, 4
5, 4, 3
4, 0, 5
0, 4, 13
2, 3, 2
2, 6, 3
8, 7, 5
5, 6, 2
4, 9, 5
7, 1, 6
3, 5, 5
7, 5, 0
7, 2, 2
6, 8, 0
0, 9, 13
1, 8, 9
0, 2, 8
8, 6, 2
2, 1, 3
3, 1, 5
9, 5, 5
4, 6, 2
3, 7, 9
2, 5, 2
7, 6, 2
1, 5, 10
6, 5, 3
3, 2, 8
3, 8, 16
1, 7, 4
3, 0, 11
4, 2, 3
1, 3, 9
6, 2, 2
1, 0, 11
0, 3, 3
4, 8, 1
0, 1, 12
6, 3, 2
8, 0, 2
6, 4, 3
4, 7, 2
0, 7, 18
9, 8, 4
1, 4, 5
9, 4, 4
5, 9, 1
8, 1, 2
4, 5, 3
8, 5, 0
2, 8, 4
9, 0, 6
9, 2, 5
7, 3, 5
1, 9, 9
5, 1, 5
2, 9, 4
9, 3, 0
2, 7, 4
6, 9, 2
8, 4, 2
6, 1, 1
8, 3, 0
4, 3, 6
3, 9, 8
