self, opp, fightsavoided
2, 0, 3
4, 3, 10
1, 4, 14
7, 0, 6
2, 1, 1
5, 8, 10
4, 6, 4
3, 2, 0
3, 1, 0
4, 9, 1
1, 0, 6
8, 7, 1
8, 4, 4
0, 6, 14
6, 0, 7
5, 1, 8
7, 9, 6
7, 4, 4
6, 5, 4
7, 3, 3
5, 9, 11
1, 6, 7
1, 8, 4
9, 5, 5
9, 1, 2
8, 3, 6
8, 5, 5
4, 0, 11
1, 9, 9
3, 5, 0
0, 3, 6
2, 6, 3
2, 3, 7
1, 3, 7
4, 5, 7
5, 7, 4
0, 9, 4
6, 3, 10
9, 7, 8
2, 4, 2
3, 9, 0
3, 7, 0
5, 3, 11
0, 8, 2
6, 4, 5
7, 5, 5
3, 8, 0
7, 2, 9
3, 0, 0
7, 1, 6
5, 2, 8
4, 8, 4
8, 9, 3
2, 5, 2
8, 0, 0
6, 2, 5
6, 9, 11
0, 4, 5
9, 2, 6
9, 4, 3
5, 6, 4
9, 8, 2
9, 6, 6
9, 0, 5
6, 7, 7
4, 2, 1
2, 8, 4
4, 7, 2
8, 2, 3
5, 0, 3
4, 1, 4
2, 9, 5
6, 1, 9
7, 8, 3
1, 5, 8
6, 8, 4
0, 1, 1
0, 2, 6
7, 6, 7
0, 5, 6
9, 3, 6
2, 7, 5
1, 2, 4
8, 1, 3
3, 4, 0
0, 7, 10
5, 4, 10
1, 7, 10
8, 6, 4
3, 6, 0
