self, opp, fightsavoided
7, 1, 9
6, 8, 8
4, 1, 0
1, 3, 12
7, 3, 4
8, 5, 6
8, 1, 8
4, 6, 0
0, 3, 0
9, 5, 3
5, 2, 3
6, 1, 10
3, 7, 0
4, 3, 0
3, 6, 0
0, 2, 0
2, 1, 7
6, 4, 9
0, 9, 0
5, 0, 9
6, 7, 10
0, 8, 0
0, 5, 0
2, 5, 5
2, 9, 11
9, 0, 6
8, 2, 3
3, 0, 0
7, 4, 5
0, 1, 0
1, 4, 6
8, 4, 7
1, 9, 2
7, 6, 7
6, 3, 5
0, 7, 0
4, 5, 0
3, 2, 0
5, 4, 10
9, 2, 1
2, 7, 5
7, 0, 10
4, 9, 0
3, 8, 0
5, 7, 5
6, 5, 9
1, 8, 1
5, 9, 7
5, 3, 14
0, 6, 0
9, 6, 1
4, 2, 0
6, 0, 14
3, 9, 0
9, 7, 2
8, 0, 17
7, 5, 3
2, 8, 4
1, 6, 8
1, 5, 2
3, 4, 0
2, 6, 13
1, 7, 5
6, 9, 9
7, 8, 10
1, 0, 11
2, 0, 8
9, 3, 4
4, 0, 0
5, 1, 6
9, 4, 9
8, 9, 13
5, 6, 7
9, 1, 4
0, 4, 0
5, 8, 6
8, 6, 4
7, 9, 12
2, 3, 9
4, 7, 0
8, 7, 5
6, 2, 5
1, 2, 6
3, 1, 0
8, 3, 8
4, 8, 0
3, 5, 0
2, 4, 12
9, 8, 9
7, 2, 7
