self, opp, fightsavoided
7, 5, 2
7, 4, 2
6, 9, 1
7, 6, 0
3, 6, 12
6, 5, 8
1, 3, 4
1, 6, 10
8, 6, 8
7, 8, 4
7, 0, 2
5, 8, 5
6, 4, 11
2, 3, 7
9, 1, 12
0, 3, 7
5, 6, 2
3, 5, 10
3, 9, 3
5, 1, 2
1, 8, 6
5, 2, 10
0, 6, 6
2, 8, 6
1, 2, 5
1, 9, 2
2, 5, 4
6, 3, 4
8, 0, 9
8, 5, 5
3, 2, 5
9, 4, 6
1, 7, 8
4, 8, 0
9, 3, 6
6, 8, 4
2, 0, 4
2, 7, 4
0, 9, 4
0, 8, 7
2, 1, 0
1, 5, 3
4, 1, 0
7, 2, 2
4, 5, 0
2, 6, 6
4, 0, 0
3, 0, 5
9, 6, 4
9, 2, 5
8, 4, 6
8, 9, 3
5, 0, 6
6, 0, 7
0, 4, 12
0, 1, 4
8, 3, 9
6, 7, 4
8, 1, 7
4, 6, 0
9, 8, 0
0, 7, 5
3, 1, 2
4, 9, 0
9, 7, 8
7, 3, 1
3, 4, 4
5, 9, 10
7, 1, 1
5, 4, 10
0, 5, 6
3, 8, 2
1, 0, 5
9, 5, 10
5, 3, 5
6, 2, 6
0, 2, 5
8, 7, 8
4, 3, 0
1, 4, 9
6, 1, 6
5, 7, 5
8, 2, 13
2, 9, 11
4, 2, 0
9, 0, 7
2, 4, 1
4, 7, 0
7, 9, 2
3, 7, 8
