approaching, opponent, attackcount
1, 0, 4
8, 1, 13
4, 1, 8
6, 7, 1
1, 4, 3
3, 2, 7
0, 6, 2
5, 1, 8
7, 0, 4
7, 5, 3
5, 4, 11
2, 1, 4
2, 5, 0
8, 2, 4
7, 3, 1
9, 1, 2
7, 9, 5
7, 8, 4
2, 0, 1
6, 1, 4
2, 3, 10
9, 6, 4
3, 9, 4
0, 7, 4
0, 3, 4
4, 8, 3
2, 9, 2
5, 6, 7
2, 7, 5
4, 0, 3
0, 8, 4
6, 9, 4
4, 2, 3
0, 1, 5
3, 5, 7
9, 2, 7
5, 9, 4
9, 0, 1
8, 5, 8
1, 2, 4
3, 8, 3
6, 8, 6
3, 6, 3
7, 1, 6
4, 7, 1
3, 4, 8
5, 8, 8
8, 7, 6
8, 9, 7
9, 3, 3
1, 5, 8
0, 9, 7
4, 5, 2
6, 3, 7
2, 4, 1
1, 6, 3
2, 6, 2
3, 7, 3
4, 3, 1
0, 5, 7
3, 0, 3
6, 0, 5
3, 1, 7
0, 4, 7
2, 8, 2
8, 0, 5
9, 8, 5
8, 6, 7
4, 6, 2
7, 2, 0
8, 4, 8
7, 6, 2
9, 4, 4
5, 7, 16
7, 4, 5
6, 4, 2
9, 7, 1
5, 0, 4
1, 3, 13
8, 3, 7
0, 2, 5
4, 9, 4
1, 9, 12
6, 2, 5
6, 5, 6
9, 5, 5
5, 2, 3
1, 8, 12
5, 3, 9
1, 7, 10
