approaching, opponent, attackcount
9, 5, 5
3, 6, 3
1, 9, 3
6, 8, 7
1, 5, 1
0, 9, 3
5, 3, 6
9, 6, 2
7, 1, 7
6, 0, 4
1, 0, 0
2, 5, 1
2, 4, 5
9, 7, 6
1, 4, 6
0, 3, 8
5, 8, 3
0, 2, 5
9, 8, 4
4, 1, 5
8, 9, 2
7, 9, 2
1, 6, 7
8, 4, 9
6, 9, 3
9, 1, 6
7, 2, 4
4, 5, 4
1, 7, 3
8, 3, 3
6, 7, 4
6, 3, 1
5, 0, 6
7, 3, 6
4, 9, 5
7, 4, 2
3, 4, 5
8, 0, 11
2, 0, 6
4, 2, 7
2, 8, 5
5, 6, 3
2, 1, 3
0, 5, 5
5, 9, 7
4, 0, 9
3, 1, 1
3, 8, 4
6, 4, 4
3, 9, 9
0, 4, 9
5, 2, 11
2, 3, 2
3, 0, 5
8, 5, 7
7, 0, 5
7, 8, 10
4, 3, 5
5, 4, 5
8, 7, 2
9, 0, 4
2, 9, 6
9, 3, 7
0, 8, 6
1, 2, 4
0, 7, 9
6, 5, 4
2, 7, 4
0, 1, 19
7, 5, 10
7, 6, 2
3, 5, 3
8, 6, 2
4, 7, 3
4, 8, 4
4, 6, 4
6, 2, 3
6, 1, 5
5, 1, 4
9, 2, 8
1, 3, 3
8, 1, 6
8, 2, 11
5, 7, 4
3, 2, 2
3, 7, 3
9, 4, 4
2, 6, 4
0, 6, 6
1, 8, 5
