approaching, opponent, attackcount
2, 5, 8
2, 6, 5
3, 0, 5
7, 5, 2
6, 1, 5
5, 9, 6
1, 6, 6
8, 1, 7
5, 6, 4
0, 5, 4
6, 8, 2
1, 5, 15
2, 4, 4
0, 9, 4
9, 0, 6
5, 0, 5
1, 9, 9
8, 6, 1
6, 9, 5
0, 2, 4
3, 7, 4
6, 7, 3
7, 4, 6
1, 4, 7
0, 1, 3
4, 5, 6
4, 8, 8
7, 9, 5
8, 4, 7
3, 9, 3
1, 8, 5
0, 7, 4
6, 3, 3
6, 0, 4
9, 2, 5
2, 9, 5
1, 0, 6
3, 2, 8
0, 8, 2
5, 1, 7
9, 8, 3
8, 9, 3
4, 7, 8
4, 1, 13
7, 0, 7
5, 8, 4
4, 3, 8
8, 5, 5
9, 7, 4
3, 8, 3
5, 2, 8
6, 2, 7
9, 3, 5
0, 6, 4
4, 2, 7
7, 3, 3
3, 1, 3
9, 4, 7
4, 6, 5
5, 4, 8
1, 3, 3
1, 2, 5
6, 4, 3
4, 9, 8
2, 3, 6
7, 2, 6
1, 7, 4
2, 8, 4
2, 1, 7
8, 3, 6
5, 7, 3
8, 7, 1
7, 6, 0
3, 4, 7
3, 5, 3
4, 0, 9
8, 2, 3
9, 6, 2
2, 7, 6
5, 3, 7
6, 5, 3
8, 0, 3
3, 6, 2
0, 3, 2
9, 5, 7
7, 1, 2
0, 4, 4
2, 0, 9
9, 1, 2
7, 8, 2
